,mode,opurp,travday,tripno,vocc,bridge1,bridge2,county,workcnty,business,occuptn,vehicle,hour,hour_sin,hour_cos,target,otime
6803,1,2,5,3,1,0,0,4,1,9,8,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
6809,1,2,1,2,1,0,0,4,9999999,9,10,2,15,-0.7071067811865471,-0.7071067811865479,4.189654742026425,1550
6811,1,2,4,2,1,3,0,4,9999999,9,10,3,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1500
6817,1,5,5,6,5,0,0,4,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1133
6821,19,2,5,2,1,0,0,4,4,9,10,0,16,-0.8660254037844384,-0.5000000000000004,4.189654742026425,1650
6829,2,4,5,6,5,0,0,4,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1133
6833,1,2,3,2,2,0,0,4,4,0,2,2,16,-0.8660254037844384,-0.5000000000000004,4.143134726391533,1600
6838,1,2,3,6,1,0,0,4,9999999,9,2,1,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1650
6841,1,6,3,9,1,0,0,4,9999999,9,2,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2175
6843,1,2,5,2,1,3,0,4,2,9,2,2,19,-0.9659258262890684,0.2588190451025203,4.605170185988092,1950
6845,1,10,4,2,2,0,0,4,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.5263605246161616,1991
6849,2,10,4,4,2,0,0,4,4,9,2,1,19,-0.9659258262890684,0.2588190451025203,3.5263605246161616,1991
6851,1,2,4,2,1,0,0,4,4,9,2,2,23,-0.25881904510252157,0.9659258262890681,3.295836866004329,2366
6853,1,2,5,2,2,0,0,4,9999999,5,1,3,15,-0.7071067811865471,-0.7071067811865479,4.189654742026425,1525
6857,1,2,5,4,1,0,0,4,4,9,10,2,0,0.0,1.0,3.5263605246161616,16
6863,1,2,4,2,1,0,0,4,4,8,2,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1551
6876,1,9,1,5,1,0,0,4,4,5,1,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1900
6878,1,2,3,2,1,0,0,4,9999999,0,2,1,11,0.258819045102521,-0.9659258262890682,3.828641396489095,1170
6887,1,2,3,4,1,0,0,4,4,0,2,2,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1708
6889,1,14,3,6,1,0,0,4,4,0,2,2,21,-0.7071067811865477,0.7071067811865474,3.4011973816621555,2186
6894,1,2,5,2,1,0,0,4,4,3,13,2,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1700
6896,1,2,5,2,1,0,0,4,4,8,13,3,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1600
6903,1,2,5,7,1,0,0,4,4,9,5,1,19,-0.9659258262890684,0.2588190451025203,3.4965075614664802,1900
6905,1,2,5,9,1,0,0,4,4,9,5,1,0,0.0,1.0,3.2188758248682006,50
6915,1,2,1,2,1,0,0,4,4,6,5,1,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,975
6917,2,11,1,2,3,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
6919,2,11,1,2,3,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
6922,1,3,3,7,1,0,0,4,4,0,1,1,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1650
6926,1,7,4,4,1,0,0,4,4,0,5,1,17,-0.9659258262890683,-0.25881904510252063,3.8918202981106265,1751
6928,1,14,4,3,1,0,0,4,9999999,9999999,9999999,3,8,0.8660254037844387,-0.49999999999999983,3.4965075614664802,808
6934,1,2,4,5,1,0,0,4,4,9,3,2,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1850
6937,1,4,2,3,3,0,0,4,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1350
6940,2,4,2,3,3,0,0,4,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1350
6951,1,3,3,8,1,0,0,4,4,3,1,1,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1400
6956,1,3,3,13,1,0,0,4,4,3,1,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1750
6959,1,9,5,3,1,0,0,4,5,5,1,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1775
6961,1,2,5,2,1,0,0,4,9999999,6,8,2,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1650
6963,23,11,5,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
6965,23,11,5,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1450
6971,2,8,5,6,4,0,0,4,9999999,9999999,9999999,1,22,-0.5000000000000004,0.8660254037844384,3.2188758248682006,2225
6975,2,8,5,4,4,0,0,4,9999999,9999999,9999999,1,22,-0.5000000000000004,0.8660254037844384,3.2188758248682006,2225
6981,1,4,2,2,1,0,0,4,9999999,9999999,9999999,1,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,950
6990,1,3,3,6,1,0,0,4,9999999,4,4,4,17,-0.9659258262890683,-0.25881904510252063,3.4339872044851463,1780
6993,1,7,3,9,4,0,0,4,9999999,4,4,4,21,-0.7071067811865477,0.7071067811865474,3.332204510175204,2130
7001,1,7,3,9,1,0,0,4,9999999,5,1,4,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1736
7004,2,7,3,12,4,0,0,4,9999999,5,1,4,21,-0.7071067811865477,0.7071067811865474,3.332204510175204,2130
7008,1,3,3,4,1,0,0,4,9999999,4,4,4,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
7011,2,7,3,7,3,0,0,4,9999999,4,4,4,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1983
7018,2,7,3,7,3,0,0,4,9999999,9,5,4,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1983
7020,9,11,3,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.5263605246161616,1541
7027,1,3,2,4,1,0,0,4,4,3,13,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1525
7037,1,13,2,4,1,0,0,4,9999999,9999999,9999999,2,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1858
7050,1,7,2,4,2,1,0,4,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,4.605170185988092,1550
7052,2,16,2,6,6,0,0,4,9999999,9999999,9999999,0,21,-0.7071067811865477,0.7071067811865474,3.4965075614664802,2183
7056,2,7,2,4,2,1,0,4,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,4.605170185988092,1550
7059,1,4,3,3,1,0,0,4,4,9,12,2,16,-0.8660254037844384,-0.5000000000000004,3.5263605246161616,1666
7062,1,4,3,6,2,0,0,4,4,9,12,2,21,-0.7071067811865477,0.7071067811865474,3.5263605246161616,2116
7066,1,10,3,2,1,0,0,4,9999999,9999999,9999999,1,8,0.8660254037844387,-0.49999999999999983,4.07753744390572,816
7069,1,2,5,1,1,0,0,4,4,8,4,1,9,0.7071067811865476,-0.7071067811865475,3.4965075614664802,900
7072,1,2,5,2,1,0,0,4,1,9,3,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
7076,1,2,3,4,1,3,0,4,9999999,4,2,2,18,-1.0,-1.8369701987210297e-16,4.189654742026425,1800
7078,1,2,3,2,1,0,0,4,9999999,7,4,1,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1775
7083,1,2,3,5,2,0,0,4,3,4,4,3,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2000
7085,1,8,3,7,1,0,0,4,3,4,4,3,0,0.0,1.0,3.2188758248682006,50
7087,1,4,3,2,2,0,0,4,9999999,9999999,9999999,3,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2000
7089,1,4,1,2,1,0,0,4,4,9,10,2,9,0.7071067811865476,-0.7071067811865475,3.6888794541139363,961
7091,1,2,1,2,1,0,0,4,4,9,5,1,17,-0.9659258262890683,-0.25881904510252063,4.110873864173311,1700
7094,14,10,2,5,0,0,0,4,9999999,9999999,9999999,0,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
7102,1,9,1,5,1,0,0,4,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1441
7105,1,9,2,7,1,0,0,4,4,9,3,1,18,-1.0,-1.8369701987210297e-16,3.5553480614894135,1858
7109,1,2,3,5,2,0,0,4,4,9,5,2,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1600
7121,1,2,3,8,1,0,0,4,4,9,8,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
7127,23,9,5,2,0,0,0,4,9999999,9999999,9999999,0,9,0.7071067811865476,-0.7071067811865475,3.1780538303479458,976
7130,1,9,5,5,1,0,0,4,9999999,9999999,9999999,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1225
7138,1,2,3,2,1,0,0,4,4,5,2,1,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1950
7140,14,2,4,4,1,0,0,4,9999999,8,2,2,13,-0.2588190451025208,-0.9659258262890683,4.7535901911063645,1300
7143,1,2,4,3,1,0,0,4,3,9,5,1,19,-0.9659258262890684,0.2588190451025203,4.204692619390966,1916
7146,1,7,3,3,1,0,0,4,4,7,4,2,21,-0.7071067811865477,0.7071067811865474,4.060443010546419,2175
7150,1,2,3,4,1,0,0,4,9999999,9,8,1,20,-0.8660254037844386,0.5000000000000001,4.060443010546419,2000
7152,23,9,3,2,3,0,0,4,9999999,9999999,9999999,0,10,0.49999999999999994,-0.8660254037844387,4.418840607796598,1033
7160,23,8,1,2,0,0,0,4,9999999,9999999,9999999,0,8,0.8660254037844387,-0.49999999999999983,3.912023005428146,866
7167,23,8,1,2,0,0,0,4,9999999,9999999,9999999,0,8,0.8660254037844387,-0.49999999999999983,3.912023005428146,866
7169,1,4,1,4,1,0,0,4,9999999,9999999,9999999,2,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1350
7177,1,2,3,7,1,0,0,4,4,9,1,1,23,-0.25881904510252157,0.9659258262890681,3.912023005428146,2300
7180,1,2,2,3,1,0,0,4,4,8,2,1,19,-0.9659258262890684,0.2588190451025203,4.219507705176107,1915
7182,1,2,4,2,1,0,0,4,4,0,2,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
7195,2,2,2,6,2,0,0,4,4,0,2,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1650
7202,1,2,4,2,0,0,0,4,9999999,3,13,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
7206,1,2,5,2,1,0,0,4,3,4,2,1,12,1.2246467991473532e-16,-1.0,4.204692619390966,1283
7216,1,3,1,2,2,0,0,4,4,8,1,2,22,-0.5000000000000004,0.8660254037844384,3.2188758248682006,2200
7218,1,3,1,4,2,0,0,4,4,8,1,0,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1250
7221,1,4,1,7,2,0,0,4,4,8,1,1,18,-1.0,-1.8369701987210297e-16,3.713572066704308,1825
7224,1,2,1,11,2,0,0,4,4,8,1,1,22,-0.5000000000000004,0.8660254037844384,3.912023005428146,2200
7226,2,3,1,2,2,0,0,4,9999999,0,8,2,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1000
7229,1,3,1,5,1,0,0,4,9999999,0,8,2,13,-0.2588190451025208,-0.9659258262890683,3.5263605246161616,1316
7232,2,16,2,3,3,0,0,4,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
7234,2,4,2,5,3,0,0,4,9999999,9999999,9999999,2,21,-0.7071067811865477,0.7071067811865474,3.58351893845611,2100
7238,1,2,2,2,1,0,0,4,4,2,2,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1650
7243,1,2,1,5,1,0,0,4,4,5,12,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1133
7253,1,3,2,4,1,0,0,4,4,3,10,3,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
7259,23,7,2,3,0,0,0,4,4,9,2,0,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
7263,22,3,1,4,0,0,0,4,4,7,4,0,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1858
7267,22,11,1,4,0,0,0,4,9999999,9999999,9999999,0,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1800
7269,14,2,1,5,0,0,0,4,5,9,2,0,17,-0.9659258262890683,-0.25881904510252063,4.8283137373023015,1708
7271,14,3,1,4,0,0,0,4,4,7,2,0,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1725
7275,22,2,4,4,0,0,0,4,4,4,1,0,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1900
7277,2,8,4,6,4,0,0,4,4,4,1,0,23,-0.25881904510252157,0.9659258262890681,3.2188758248682006,2350
7279,1,2,5,2,2,0,0,4,1,9,5,1,14,-0.4999999999999998,-0.8660254037844388,4.605170185988092,1400
7283,1,2,5,4,1,0,0,4,4,9,2,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
7289,1,2,5,4,1,0,0,4,4,9,2,2,17,-0.9659258262890683,-0.25881904510252063,3.8501476017100584,1733
7291,14,2,3,4,0,0,0,4,9999999,8,1,0,17,-0.9659258262890683,-0.25881904510252063,4.543294782270004,1706
7296,1,2,3,6,1,0,0,4,5,7,5,2,17,-0.9659258262890683,-0.25881904510252063,3.8066624897703196,1746
7300,1,3,5,2,1,8,0,4,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,4.418840607796598,1700
7306,1,16,5,6,4,0,0,4,4,0,5,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1658
7308,1,5,5,9,2,0,0,4,4,0,5,1,18,-1.0,-1.8369701987210297e-16,3.713572066704308,1875
7312,1,9,5,4,1,0,0,4,9999999,9,3,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1958
7316,2,16,5,5,4,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1658
7320,2,16,5,5,4,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1658
7324,2,16,5,5,4,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1658
7327,8,2,1,3,1,0,0,4,4,5,8,1,8,0.8660254037844387,-0.49999999999999983,4.204692619390966,833
7330,1,3,1,8,1,0,0,4,4,5,8,1,19,-0.9659258262890684,0.2588190451025203,3.4965075614664802,1950
7333,22,9,1,3,0,0,0,4,4,9,2,0,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1650
7359,1,2,1,26,1,0,0,4,4,7,4,2,10,0.49999999999999994,-0.8660254037844387,4.060443010546419,1000
7365,1,4,3,6,1,0,0,4,4,9,8,1,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1025
7376,14,2,1,11,3,0,0,4,9999999,7,4,3,18,-1.0,-1.8369701987210297e-16,4.418840607796598,1808
7378,2,2,1,2,2,0,0,4,4,9,2,3,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
7380,1,13,1,5,3,0,0,4,4,9,2,3,18,-1.0,-1.8369701987210297e-16,3.4011973816621555,1861
7384,2,7,1,4,2,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
7394,1,5,1,4,2,0,0,4,9999999,9999999,9999999,3,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1775
7402,8,2,4,6,0,0,0,4,9999999,8,1,0,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1758
7407,1,2,2,2,1,0,0,4,5,5,13,2,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1558
7411,1,3,3,4,1,0,0,4,4,9,2,0,17,-0.9659258262890683,-0.25881904510252063,4.110873864173311,1750
7413,2,2,3,2,2,0,0,4,4,0,13,0,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1550
7415,1,11,2,2,1,0,0,4,9999999,9999999,9999999,1,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1800
7423,3,2,4,2,1,0,0,4,4,7,11,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
7426,1,2,1,2,1,0,0,4,4,9,2,2,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1883
7443,8,11,4,2,0,0,0,4,9999999,9999999,9999999,0,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1275
7447,8,2,5,8,0,0,0,4,4,9,3,0,17,-0.9659258262890683,-0.25881904510252063,4.07753744390572,1716
7449,8,11,5,5,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,4.8283137373023015,1550
7453,1,2,2,4,1,0,0,4,4,9,3,2,17,-0.9659258262890683,-0.25881904510252063,3.8066624897703196,1766
7455,1,2,2,2,1,0,0,4,4,9,10,1,16,-0.8660254037844384,-0.5000000000000004,4.418840607796598,1600
7472,1,6,1,7,1,0,0,4,5,7,4,1,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
7476,1,10,3,4,1,0,0,4,4,5,2,1,11,0.258819045102521,-0.9659258262890682,3.4965075614664802,1183
7500,1,9,4,5,1,0,0,4,4,3,13,1,12,1.2246467991473532e-16,-1.0,3.5263605246161616,1266
7504,14,2,1,4,0,0,0,4,1,4,2,0,16,-0.8660254037844384,-0.5000000000000004,4.2626798770413155,1650
7509,1,2,1,2,2,0,0,4,4,0,2,2,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1558
7514,1,11,1,3,1,0,0,4,9999999,9999999,9999999,3,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1775
7519,23,3,1,7,0,0,0,4,9999999,9999999,9999999,0,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1850
7535,1,4,5,2,1,0,0,4,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1125
7537,1,7,5,5,3,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1600
7539,2,7,5,7,4,1,0,4,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,4.31748811353631,2100
7541,1,4,5,2,1,0,0,4,9999999,9999999,9999999,2,11,0.258819045102521,-0.9659258262890682,4.605170185988092,1100
7543,1,7,5,4,4,1,1,4,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,4.31748811353631,2100
7551,1,5,1,2,1,0,0,4,4,8,1,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1150
7576,1,2,1,2,1,0,0,4,4,4,8,2,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1666
7585,2,9,4,7,2,0,0,4,4,6,4,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2175
7589,1,8,4,5,1,0,0,4,4,9,1,0,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1750
7597,1,2,4,9,1,0,0,4,4,8,1,0,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1866
7599,1,4,5,2,2,0,0,4,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1450
7602,1,7,5,5,1,0,0,4,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
7604,1,11,3,3,1,0,0,4,4,9,8,1,15,-0.7071067811865471,-0.7071067811865479,3.713572066704308,1550
7613,14,2,4,5,0,0,0,4,9999999,8,5,0,16,-0.8660254037844384,-0.5000000000000004,4.418840607796598,1675
7629,8,2,5,6,0,0,0,4,9999999,4,5,0,20,-0.8660254037844386,0.5000000000000001,4.68213122712422,2000
7632,1,7,3,5,2,1,0,4,4,9,2,1,23,-0.25881904510252157,0.9659258262890681,4.499809670330265,2308
7636,1,7,3,4,2,0,0,4,6,9,2,1,11,0.258819045102521,-0.9659258262890682,4.762173934797756,1108
7656,1,4,3,7,1,0,0,4,4,0,5,1,18,-1.0,-1.8369701987210297e-16,4.060443010546419,1850
7661,23,8,4,5,0,0,0,4,9999999,9999999,9999999,0,22,-0.5000000000000004,0.8660254037844384,3.4965075614664802,2200
7667,1,2,5,2,1,0,0,4,5,7,4,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
7669,9,11,5,2,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.7376696182833684,1433
7671,8,2,5,4,0,0,0,4,9999999,4,1,0,17,-0.9659258262890683,-0.25881904510252063,4.174387269895637,1741
7676,14,11,3,7,0,0,0,4,9999999,9,3,0,19,-0.9659258262890684,0.2588190451025203,4.31748811353631,1908
7678,23,11,4,2,0,0,0,4,9999999,9999999,9999999,0,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1800
7680,1,2,3,2,1,0,0,4,5,8,3,2,15,-0.7071067811865471,-0.7071067811865479,3.713572066704308,1525
7682,1,2,3,2,1,0,0,4,9999999,7,3,1,16,-0.8660254037844384,-0.5000000000000004,4.060443010546419,1650
7685,1,4,3,3,1,0,0,4,4,7,2,1,9,0.7071067811865476,-0.7071067811865475,3.912023005428146,950
7691,1,2,3,2,1,0,0,4,9999999,8,2,1,16,-0.8660254037844384,-0.5000000000000004,4.204692619390966,1658
7699,23,10,5,11,0,0,0,4,4,0,3,0,15,-0.7071067811865471,-0.7071067811865479,3.4657359027997265,1568
7702,2,7,5,14,2,0,0,4,4,0,3,0,23,-0.25881904510252157,0.9659258262890681,3.2188758248682006,2300
7704,1,2,4,2,1,0,0,4,9999999,0,2,2,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1600
7708,1,7,4,6,2,0,0,4,9999999,0,2,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2150
7710,1,2,4,2,1,0,0,4,4,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1900
7712,2,7,4,4,2,0,0,4,4,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2150
7716,8,4,5,5,0,0,0,4,9999999,9999999,9999999,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
7718,1,5,1,2,1,0,0,4,4,0,2,1,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1850
7720,1,2,2,2,1,0,0,4,4,8,8,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1716
7722,14,2,3,4,0,0,0,4,1,7,2,0,16,-0.8660254037844384,-0.5000000000000004,4.68213122712422,1600
7726,1,4,2,4,4,0,0,4,4,9,5,1,21,-0.7071067811865477,0.7071067811865474,3.912023005428146,2100
7750,1,8,1,3,1,0,0,4,4,4,1,3,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1900
7755,1,10,1,5,1,0,0,4,4,0,3,4,17,-0.9659258262890683,-0.25881904510252063,3.5263605246161616,1766
7758,11,10,1,3,0,0,0,4,4,9,5,0,17,-0.9659258262890683,-0.25881904510252063,3.7612001156935624,1775
7768,1,2,4,2,1,1,0,4,1,9,2,1,18,-1.0,-1.8369701987210297e-16,3.912023005428146,1850
7772,1,7,4,4,1,4,0,4,2,0,2,2,21,-0.7071067811865477,0.7071067811865474,4.418840607796598,2100
7776,1,2,2,4,1,0,0,4,5,8,1,1,17,-0.9659258262890683,-0.25881904510252063,3.5263605246161616,1766
7778,1,2,1,2,1,0,0,4,9999999,9,10,1,15,-0.7071067811865471,-0.7071067811865479,4.060443010546419,1533
7784,1,2,2,4,1,4,0,4,9999999,9,9,1,14,-0.4999999999999998,-0.8660254037844388,4.31748811353631,1450
7792,14,15,5,11,1,0,0,4,1,8,3,1,22,-0.5000000000000004,0.8660254037844384,4.997212273764115,2250
7794,14,2,1,4,0,0,0,4,9999999,9,1,0,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1808
7797,1,10,3,3,1,0,0,4,4,8,5,2,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1716
7799,1,2,3,2,1,0,0,4,4,9,8,1,18,-1.0,-1.8369701987210297e-16,4.8283137373023015,1825
7801,23,11,4,2,0,0,0,4,9999999,9999999,9999999,0,12,1.2246467991473532e-16,-1.0,3.5263605246161616,1216
7804,14,11,4,4,0,0,0,4,9999999,9999999,9999999,0,17,-0.9659258262890683,-0.25881904510252063,4.890349128221754,1750
7819,1,8,2,10,1,0,0,4,8,8,2,1,0,0.0,1.0,3.4965075614664802,0
7837,23,8,4,2,0,0,0,4,4,9,2,0,9,0.7071067811865476,-0.7071067811865475,3.7376696182833684,908
7843,1,3,4,8,1,0,0,4,4,9,2,1,16,-0.8660254037844384,-0.5000000000000004,3.713572066704308,1675
7845,23,8,4,2,0,0,0,4,4,9,2,0,8,0.8660254037844387,-0.49999999999999983,3.912023005428146,800
7853,14,2,1,6,0,0,0,4,1,9,3,0,17,-0.9659258262890683,-0.25881904510252063,4.7535901911063645,1775
7859,1,3,2,4,1,1,0,4,9999999,9,2,1,21,-0.7071067811865477,0.7071067811865474,4.31748811353631,2133
7861,14,8,5,4,0,0,0,4,9999999,9999999,9999999,0,12,1.2246467991473532e-16,-1.0,4.31748811353631,1200
7863,23,11,4,2,0,0,0,4,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1650
7865,14,2,4,4,0,0,0,4,9999999,8,1,0,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
7867,14,2,4,4,0,0,0,4,9999999,8,1,0,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
7870,14,3,2,7,2,0,0,4,9999999,0,3,1,17,-0.9659258262890683,-0.25881904510252063,4.418840607796598,1775
7874,2,11,5,2,2,0,0,4,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1541
7879,2,11,4,6,3,0,0,4,9999999,9999999,9999999,1,21,-0.7071067811865477,0.7071067811865474,4.060443010546419,2175
7883,1,11,4,4,3,0,0,4,4,9,3,1,21,-0.7071067811865477,0.7071067811865474,4.060443010546419,2175
7887,1,9,4,4,1,0,0,4,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.5263605246161616,1516
7889,1,7,4,6,2,0,0,4,9999999,9999999,9999999,1,18,-1.0,-1.8369701987210297e-16,4.060443010546419,1875
7891,1,4,1,2,1,0,0,4,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,4.68213122712422,1650
7893,8,11,1,4,0,0,0,4,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1600
7895,8,11,1,4,0,0,0,4,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1600
7899,1,2,5,4,1,0,0,4,9999999,7,5,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
7901,1,11,1,2,1,1,0,4,2,9,4,1,11,0.258819045102521,-0.9659258262890682,4.204692619390966,1108
7903,1,2,1,4,1,3,0,4,2,9,4,1,21,-0.7071067811865477,0.7071067811865474,4.653960350157523,2198
7923,23,11,1,2,0,0,0,4,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.713572066704308,1525
7927,23,11,1,4,0,0,0,4,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1466
