,mode,opurp,travday,tripno,vocc,bridge1,bridge2,county,workcnty,business,occuptn,vehicle,hour,hour_sin,hour_cos,target,otime
41794,1,16,5,8,1,0,0,2,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1750
41796,1,2,4,2,1,0,0,2,9999999,8,1,2,20,-0.8660254037844386,0.5000000000000001,3.713572066704308,2075
41798,1,2,3,2,2,0,0,2,2,9,2,1,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1850
41800,1,2,3,2,2,0,0,2,2,9,2,1,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1850
41804,1,2,4,4,1,0,0,2,9999999,4,2,1,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1700
41806,23,4,4,2,0,0,0,2,9999999,9999999,9999999,0,8,0.8660254037844387,-0.49999999999999983,3.2188758248682006,850
41808,23,4,4,4,0,0,0,2,9999999,9999999,9999999,0,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1175
41810,9,11,4,3,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,4.605170185988092,1475
41814,1,2,2,4,2,0,0,2,9,6,1,1,20,-0.8660254037844386,0.5000000000000001,4.605170185988092,2000
41816,2,2,2,2,2,0,0,2,9,6,1,1,20,-0.8660254037844386,0.5000000000000001,4.605170185988092,2000
41818,23,11,2,2,0,0,0,2,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
41820,23,11,2,2,0,0,0,2,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
41826,8,11,3,4,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1475
41828,8,11,3,4,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1475
41830,8,11,3,4,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1475
41836,1,2,3,4,1,0,0,2,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,4.060443010546419,1708
41840,1,6,3,4,1,0,0,2,2,3,10,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1625
41848,1,7,3,5,1,0,0,2,9999999,9999999,9999999,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1916
41852,2,9,5,4,2,0,0,2,2,4,11,2,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1733
41856,1,9,5,4,2,0,0,2,2,4,11,2,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1733
41865,1,16,5,10,1,0,0,2,2,9,5,3,18,-1.0,-1.8369701987210297e-16,3.4011973816621555,1811
41873,8,11,4,3,0,0,0,2,9999999,9999999,9999999,0,10,0.49999999999999994,-0.8660254037844387,3.7376696182833684,1008
41877,1,2,4,2,1,0,0,2,2,9,10,3,16,-0.8660254037844384,-0.5000000000000004,4.189654742026425,1650
41882,1,9,4,3,2,0,0,2,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1783
41884,1,8,4,5,2,0,0,2,9999999,9999999,9999999,1,22,-0.5000000000000004,0.8660254037844384,3.4965075614664802,2250
41886,1,5,5,3,1,0,0,2,9999999,9999999,9999999,2,11,0.258819045102521,-0.9659258262890682,4.605170185988092,1166
41888,1,7,5,5,2,0,0,2,9999999,9999999,9999999,2,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
41891,1,10,5,8,3,0,0,2,9999999,9999999,9999999,2,21,-0.7071067811865477,0.7071067811865474,3.4965075614664802,2100
41893,1,9,5,2,1,0,0,2,9999999,9999999,9999999,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1200
41899,1,8,5,8,3,0,0,2,9999999,9999999,9999999,1,0,0.0,1.0,4.31748811353631,0
41906,2,10,5,7,3,0,0,2,9999999,9999999,9999999,2,21,-0.7071067811865477,0.7071067811865474,3.4965075614664802,2100
41912,2,10,5,6,3,0,0,2,9999999,9999999,9999999,2,21,-0.7071067811865477,0.7071067811865474,3.4965075614664802,2100
41914,1,2,1,2,1,0,0,2,3,9,1,2,22,-0.5000000000000004,0.8660254037844384,4.31748811353631,2200
41918,1,2,5,2,1,1,0,2,9999999,9,4,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
41920,6,8,5,2,4,0,0,2,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1600
41922,1,2,2,2,1,0,0,2,2,9,8,1,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,950
41924,1,2,3,2,1,0,0,2,2,8,8,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
41931,1,2,1,5,1,0,0,2,9999999,6,4,2,16,-0.8660254037844384,-0.5000000000000004,4.8283137373023015,1650
41933,1,2,1,2,1,0,0,2,2,9,1,2,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1800
41935,15,2,1,4,0,0,0,2,9999999,9,4,0,18,-1.0,-1.8369701987210297e-16,4.574710978503383,1816
41938,1,2,1,3,1,0,0,2,4,6,1,1,15,-0.7071067811865471,-0.7071067811865479,4.418840607796598,1575
41942,1,2,4,2,1,0,0,2,2,7,5,1,17,-0.9659258262890683,-0.25881904510252063,3.713572066704308,1700
41944,2,5,2,3,3,0,0,2,9999999,9999999,9999999,0,17,-0.9659258262890683,-0.25881904510252063,4.204692619390966,1733
41946,1,7,5,2,1,0,0,2,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
41951,1,13,2,4,2,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1575
41960,1,7,3,6,1,0,0,2,9999999,9999999,9999999,1,20,-0.8660254037844386,0.5000000000000001,3.5263605246161616,2016
41972,1,4,4,8,1,0,0,2,2,4,2,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1733
41980,1,3,2,4,1,0,0,2,2,9,2,1,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1450
41983,1,8,2,3,1,0,0,2,2,5,2,1,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1850
41987,1,10,4,4,2,0,0,2,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,3.5263605246161616,1516
41990,1,10,2,3,1,0,0,2,9999999,9,6,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1100
41992,1,8,2,2,1,0,0,2,9999999,9999999,9999999,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2150
41996,1,9,4,4,1,0,0,2,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1425
41998,1,4,4,2,1,0,0,2,9999999,9999999,9999999,2,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1225
42000,23,16,1,2,0,0,0,2,9999999,9999999,9999999,0,8,0.8660254037844387,-0.49999999999999983,3.5263605246161616,821
42004,1,2,1,4,1,0,0,2,1,9,2,1,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1900
42020,1,4,1,6,1,0,0,2,2,4,3,1,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1366
42024,1,2,4,2,1,0,0,2,2,3,5,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1650
42026,1,2,4,2,1,0,0,2,1,8,1,2,19,-0.9659258262890684,0.2588190451025203,4.605170185988092,1900
42030,1,2,3,2,1,0,0,2,2,0,5,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1716
42034,1,3,3,4,1,0,0,2,2,4,1,3,22,-0.5000000000000004,0.8660254037844384,4.605170185988092,2200
42046,1,2,3,5,1,0,0,2,9999999,9999999,9999999,5,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1650
42049,1,7,3,8,3,0,0,2,9999999,9999999,9999999,5,22,-0.5000000000000004,0.8660254037844384,3.2188758248682006,2275
42051,1,2,4,3,2,0,0,2,1,9,3,1,16,-0.8660254037844384,-0.5000000000000004,4.68213122712422,1650
42053,1,2,4,3,2,0,0,2,9999999,0,1,2,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1600
42060,8,8,5,7,0,0,0,2,1,9,5,0,17,-0.9659258262890683,-0.25881904510252063,4.709530201312334,1700
42065,8,2,3,4,0,0,0,2,2,5,1,0,17,-0.9659258262890683,-0.25881904510252063,4.418840607796598,1700
42069,1,3,4,2,1,0,0,2,9999999,9999999,9999999,1,14,-0.4999999999999998,-0.8660254037844388,4.418840607796598,1400
42072,2,10,3,3,2,0,0,2,9999999,9999999,9999999,0,5,0.9659258262890683,0.25881904510252074,3.912023005428146,550
42075,1,3,4,3,1,0,0,2,2,9,8,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
42077,1,2,4,2,1,0,0,2,1,9,1,4,5,0.9659258262890683,0.25881904510252074,4.605170185988092,550
42081,1,2,1,4,1,0,0,2,2,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1775
42083,1,2,1,2,1,0,0,2,2,4,12,0,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
42085,1,2,1,2,1,0,0,2,2,0,5,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1558
42087,1,16,1,2,1,0,0,2,9999999,9999999,9999999,2,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,950
42090,1,16,1,6,1,1,0,2,9999999,9999999,9999999,2,14,-0.4999999999999998,-0.8660254037844388,4.605170185988092,1450
42092,19,2,5,2,1,0,0,2,2,8,1,2,10,0.49999999999999994,-0.8660254037844387,3.7376696182833684,1008
42098,1,8,5,8,2,0,0,2,2,8,1,0,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2150
42102,22,2,2,1,0,0,0,2,2,5,2,0,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,900
42104,22,4,2,3,0,0,0,2,2,5,2,0,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1100
42116,1,2,3,5,1,0,0,2,2,0,7,0,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1700
42118,1,9,3,7,1,0,0,2,2,0,7,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1925
42120,9,11,3,2,0,0,0,2,9999999,4,10,0,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1350
42122,9,11,3,3,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
42124,9,11,3,3,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1475
42126,9,11,3,4,0,0,0,2,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1375
42130,23,10,4,3,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1525
42135,1,2,4,2,1,0,0,2,9999999,7,4,1,17,-0.9659258262890683,-0.25881904510252063,4.189654742026425,1750
42139,23,9,5,2,0,0,0,2,9999999,9999999,9999999,0,8,0.8660254037844387,-0.49999999999999983,3.4965075614664802,833
42141,1,10,5,4,1,0,0,2,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1100
42143,1,6,5,6,2,0,0,2,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1950
42144,2,6,5,1,2,0,0,2,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.912023005428146,1950
42153,1,5,2,4,1,0,0,2,2,0,2,1,14,-0.4999999999999998,-0.8660254037844388,3.713572066704308,1450
42155,1,12,2,6,1,0,0,2,2,0,2,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1600
42157,23,9,2,8,0,0,0,2,2,0,2,0,20,-0.8660254037844386,0.5000000000000001,3.7376696182833684,2058
42159,1,2,2,2,1,0,0,2,2,0,2,2,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1350
42179,15,2,1,4,1,0,0,2,1,4,1,2,17,-0.9659258262890683,-0.25881904510252063,4.68213122712422,1708
42183,1,4,3,4,2,0,0,2,9999999,9,4,2,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1916
42185,1,2,3,4,1,0,0,2,3,5,4,1,18,-1.0,-1.8369701987210297e-16,4.418840607796598,1800
42189,2,11,3,6,2,0,0,2,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1708
42191,2,4,3,8,2,0,0,2,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.2188758248682006,1916
42201,1,2,2,2,1,0,0,2,2,9,8,1,11,0.258819045102521,-0.9659258262890682,4.418840607796598,1100
42203,1,2,2,4,1,0,0,2,2,9,8,1,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1633
42207,1,2,4,2,1,0,0,2,2,5,5,1,10,0.49999999999999994,-0.8660254037844387,3.2188758248682006,1050
42213,2,2,2,2,3,0,0,2,3,4,1,0,15,-0.7071067811865471,-0.7071067811865479,4.5217885770490405,1508
42217,2,7,3,4,2,0,0,2,2,9,8,0,20,-0.8660254037844386,0.5000000000000001,3.5553480614894135,2000
42219,1,2,4,2,1,0,0,2,2,9,7,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1683
42235,15,7,2,5,0,0,0,2,9999999,9,13,0,14,-0.4999999999999998,-0.8660254037844388,4.605170185988092,1400
42237,1,2,3,2,1,0,0,2,2,9,13,3,17,-0.9659258262890683,-0.25881904510252063,3.5263605246161616,1716
42244,1,2,2,4,1,0,0,2,2,7,2,2,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1850
42262,23,9,3,2,0,0,0,2,9999999,9999999,9999999,0,11,0.258819045102521,-0.9659258262890682,3.912023005428146,1150
42271,1,2,1,4,1,0,0,2,2,0,5,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1650
42276,1,2,1,2,1,0,0,2,2,8,1,2,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
42280,15,2,2,4,1,0,0,2,1,8,1,4,16,-0.8660254037844384,-0.5000000000000004,4.8283137373023015,1675
42286,1,6,4,3,1,0,0,2,1,8,1,1,23,-0.25881904510252157,0.9659258262890681,3.6888794541139363,2358
42289,1,4,5,3,1,0,0,2,2,9,7,1,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1650
42291,1,2,4,2,1,0,0,2,2,9,8,2,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1450
42300,1,4,1,7,1,0,0,2,9999999,9999999,9999999,1,19,-0.9659258262890684,0.2588190451025203,3.5263605246161616,1966
42309,1,2,3,2,1,0,0,2,2,9,10,2,16,-0.8660254037844384,-0.5000000000000004,4.31748811353631,1625
42313,1,4,1,4,1,0,0,2,3,5,1,2,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
42318,8,5,4,4,0,0,0,2,2,5,5,0,11,0.258819045102521,-0.9659258262890682,4.955827057601261,1125
42320,1,2,1,2,1,0,0,2,2,0,5,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1558
42322,1,2,5,2,1,0,0,2,9999999,9,5,2,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1350
42326,1,16,1,2,1,4,0,2,2,4,4,7,17,-0.9659258262890683,-0.25881904510252063,4.709530201312334,1750
42328,1,3,1,2,1,0,0,2,2,4,4,4,14,-0.4999999999999998,-0.8660254037844388,3.912023005428146,1400
42330,2,2,1,4,2,0,0,2,1,8,5,0,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1700
42332,1,2,3,2,1,0,0,2,2,6,1,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1625
42334,1,2,1,2,1,0,0,2,2,9,11,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1608
42336,22,8,1,2,0,0,0,2,2,9,8,0,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1200
42339,1,4,4,3,2,0,0,2,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,4.430816798843313,1516
42341,1,10,4,6,2,0,0,2,9999999,9999999,9999999,2,19,-0.9659258262890684,0.2588190451025203,3.713572066704308,1925
42343,1,2,4,2,1,0,0,2,1,9,2,1,20,-0.8660254037844386,0.5000000000000001,3.912023005428146,2000
42345,9,11,4,2,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.713572066704308,1525
42347,2,10,4,4,2,0,0,2,9999999,9999999,9999999,2,19,-0.9659258262890684,0.2588190451025203,3.713572066704308,1925
42349,1,2,1,2,1,0,0,2,9999999,0,8,0,18,-1.0,-1.8369701987210297e-16,4.060443010546419,1800
42356,1,6,2,7,1,0,0,2,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1383
42368,1,8,2,2,1,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
42370,1,8,1,3,2,0,0,2,9999999,9999999,9999999,1,11,0.258819045102521,-0.9659258262890682,3.2188758248682006,1100
42372,1,14,1,5,3,0,0,2,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1325
42374,1,14,1,7,4,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
42376,2,11,1,2,4,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
42378,2,11,1,2,3,0,0,2,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,3.2188758248682006,1325
42380,2,14,1,4,4,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
42384,1,2,4,4,1,0,0,2,9999999,9,1,1,17,-0.9659258262890683,-0.25881904510252063,4.007333185232471,1760
42387,1,7,4,7,1,0,0,2,9999999,9,1,1,20,-0.8660254037844386,0.5000000000000001,3.091042453358316,2033
42389,1,2,2,2,1,0,0,2,2,9,1,1,17,-0.9659258262890683,-0.25881904510252063,3.912023005428146,1750
42391,1,11,2,2,1,0,0,2,9999999,9999999,9999999,2,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1725
42401,1,3,2,4,1,0,0,2,2,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.4965075614664802,1600
42404,15,10,3,6,0,0,0,2,9999999,9999999,9999999,0,13,-0.2588190451025208,-0.9659258262890683,4.762173934797756,1391
42406,15,2,3,4,0,0,0,2,2,9,2,0,17,-0.9659258262890683,-0.25881904510252063,4.31748811353631,1725
42410,1,2,5,4,1,0,0,2,4,5,2,2,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1800
42418,1,2,1,4,1,0,0,2,2,5,2,1,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1800
42420,1,2,5,2,1,0,0,2,2,7,12,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
42422,1,8,5,4,2,0,0,2,2,7,12,1,23,-0.25881904510252157,0.9659258262890681,3.1354942159291497,2375
42424,1,9,1,3,2,0,0,2,9999999,9999999,9999999,1,9,0.7071067811865476,-0.7071067811865475,3.2188758248682006,941
42428,2,2,1,2,2,0,0,2,1,0,3,0,18,-1.0,-1.8369701987210297e-16,4.605170185988092,1825
42434,8,2,2,4,0,0,0,2,9999999,0,2,0,18,-1.0,-1.8369701987210297e-16,4.68213122712422,1825
42436,1,2,3,3,1,0,0,2,9999999,9,5,2,18,-1.0,-1.8369701987210297e-16,4.51085950651685,1800
42448,1,2,3,5,2,0,0,2,2,9,8,0,14,-0.4999999999999998,-0.8660254037844388,3.8066624897703196,1491
42462,1,2,1,3,1,0,0,2,2,9,2,1,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1675
42464,1,5,1,5,1,0,0,2,2,9,2,1,18,-1.0,-1.8369701987210297e-16,3.4965075614664802,1858
42466,1,3,1,7,1,0,0,2,2,9,2,1,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2125
42470,1,6,1,4,1,0,0,2,1,9999999,9999999,2,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2175
42478,1,2,2,4,1,0,0,2,1,9,10,3,13,-0.2588190451025208,-0.9659258262890683,3.912023005428146,1300
42480,1,3,2,6,1,0,0,2,1,9,10,3,14,-0.4999999999999998,-0.8660254037844388,3.4011973816621555,1450
42483,1,2,2,3,1,0,0,2,2,8,1,2,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1775
42490,1,7,3,3,2,0,0,2,9999999,9999999,9999999,1,13,-0.2588190451025208,-0.9659258262890683,4.605170185988092,1350
42498,1,6,1,3,1,0,0,2,9999999,9999999,9999999,2,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
42509,1,2,1,2,1,0,0,2,2,0,2,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1525
42511,2,11,1,2,2,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.4965075614664802,1450
42516,1,4,3,3,1,0,0,2,3,4,1,2,18,-1.0,-1.8369701987210297e-16,3.7612001156935624,1808
42529,1,2,2,2,0,0,0,2,2,9999999,1,1,15,-0.7071067811865471,-0.7071067811865479,3.4965075614664802,1550
42531,1,2,2,2,1,0,0,2,9999999,0,1,2,18,-1.0,-1.8369701987210297e-16,4.189654742026425,1850
42535,1,3,4,4,1,0,0,2,2,7,4,1,20,-0.8660254037844386,0.5000000000000001,3.2188758248682006,2075
42537,1,2,4,2,1,0,0,2,2,0,1,2,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1500
42543,23,11,4,2,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.713572066704308,1500
42545,1,10,2,2,1,0,0,2,2,6,1,1,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1225
42547,23,4,2,4,0,0,0,2,2,6,1,0,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1633
42549,15,2,1,5,0,0,0,2,1,8,1,0,16,-0.8660254037844384,-0.5000000000000004,4.6913478822291435,1691
42558,1,3,2,9,1,0,0,2,2,3,7,2,18,-1.0,-1.8369701987210297e-16,3.2188758248682006,1850
42562,2,11,2,2,2,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
42564,2,11,2,2,2,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1550
42566,1,2,5,2,1,0,0,2,2,9,6,1,17,-0.9659258262890683,-0.25881904510252063,3.4965075614664802,1700
42569,1,4,3,3,1,0,0,2,1,9999999,9999999,2,16,-0.8660254037844384,-0.5000000000000004,4.189654742026425,1600
42579,1,2,4,5,1,0,0,2,2,9,11,2,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1600
42585,1,5,4,4,2,0,0,2,2,0,2,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1725
42587,2,5,4,2,2,0,0,2,9999999,9999999,9999999,1,17,-0.9659258262890683,-0.25881904510252063,3.2188758248682006,1725
42589,2,2,2,2,2,0,0,2,9999999,9,13,1,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1708
42591,1,2,2,2,2,0,0,2,9999999,9,13,1,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1708
42595,8,2,3,2,0,0,0,2,9999999,5,2,0,16,-0.8660254037844384,-0.5000000000000004,4.68213122712422,1675
42598,1,10,3,3,1,0,0,2,9999999,9999999,9999999,1,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1525
42602,8,6,3,4,0,0,0,2,9999999,9999999,9999999,0,18,-1.0,-1.8369701987210297e-16,4.189654742026425,1800
42608,1,7,4,8,2,0,0,2,9999999,5,2,1,20,-0.8660254037844386,0.5000000000000001,4.060443010546419,2025
42611,1,4,4,3,1,0,0,2,9999999,9999999,9999999,1,10,0.49999999999999994,-0.8660254037844387,3.912023005428146,1083
42614,2,7,4,6,2,0,0,2,9999999,9999999,9999999,1,20,-0.8660254037844386,0.5000000000000001,4.060443010546419,2025
42617,8,11,4,3,0,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1566
42618,23,1,4,4,0,0,0,2,9999999,9999999,9999999,0,16,-0.8660254037844384,-0.5000000000000004,3.2188758248682006,1616
42630,1,6,4,3,1,0,0,2,1,9,13,1,23,-0.25881904510252157,0.9659258262890681,3.6888794541139363,2358
42644,1,2,1,5,1,0,0,2,9999999,9,2,0,13,-0.2588190451025208,-0.9659258262890683,4.31748811353631,1375
42648,9,11,1,2,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.2188758248682006,1433
42668,1,2,1,2,1,0,0,2,2,9,8,1,17,-0.9659258262890683,-0.25881904510252063,3.7376696182833684,1758
42672,1,9,3,4,1,0,0,2,2,9,5,2,15,-0.7071067811865471,-0.7071067811865479,3.2188758248682006,1575
42674,1,2,3,2,1,0,0,2,9999999,9,2,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
42680,1,2,4,2,1,0,0,2,3,4,2,1,16,-0.8660254037844384,-0.5000000000000004,4.605170185988092,1650
42682,1,4,4,2,1,0,0,2,2,9,8,2,12,1.2246467991473532e-16,-1.0,3.2188758248682006,1200
42686,1,2,4,4,1,0,0,2,2,7,4,3,21,-0.7071067811865477,0.7071067811865474,3.2188758248682006,2100
42693,1,4,4,5,1,0,0,2,2,9,8,0,12,1.2246467991473532e-16,-1.0,3.5553480614894135,1283
42700,1,2,4,2,1,0,0,2,2,4,11,2,18,-1.0,-1.8369701987210297e-16,3.7376696182833684,1866
42702,1,13,4,3,2,0,0,2,9999999,9999999,9999999,0,15,-0.7071067811865471,-0.7071067811865479,3.912023005428146,1550
42708,23,11,4,2,0,0,0,2,9999999,9999999,9999999,0,14,-0.4999999999999998,-0.8660254037844388,3.5263605246161616,1466
42716,2,2,5,7,3,0,0,2,9999999,7,4,1,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1700
42719,1,2,5,3,1,0,0,2,1,9,12,0,17,-0.9659258262890683,-0.25881904510252063,4.605170185988092,1750
42721,1,2,2,2,2,0,0,2,1,0,7,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1650
42723,2,6,2,2,3,0,0,2,9999999,9999999,9999999,1,8,0.8660254037844387,-0.49999999999999983,3.912023005428146,858
42725,2,6,2,2,3,0,0,2,9999999,9999999,9999999,1,8,0.8660254037844387,-0.49999999999999983,3.912023005428146,858
42727,1,13,2,2,3,0,0,2,9999999,9999999,9999999,1,8,0.8660254037844387,-0.49999999999999983,3.912023005428146,858
42729,2,13,2,4,2,0,0,2,9999999,9999999,9999999,1,16,-0.8660254037844384,-0.5000000000000004,3.912023005428146,1650
